State,ICD.Chapter,Year,Deaths,Population,Crude.Rate,GDP,gdp_per_cap,Division,Region,national_crude_rate,ICD.Labels
WI,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2007,154,5610775,2.7,2.4584E+11,43815.6,East North Central,North Central,3.235056586,Blood diseases
WI,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2008,166,5640996,2.9,2.46815E+11,43753.71,East North Central,North Central,3.24669382,Blood diseases
WI,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2009,149,5669264,2.6,2.47E+11,43605.31,East North Central,North Central,3.143707642,Blood diseases
WI,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2010,180,5686986,3.2,2.56433E+11,45091.18,East North Central,North Central,3.165713767,Blood diseases
WI,Mental and behavioural disorders,2000,1236,5363675,23,1.80427E+11,33638.75,East North Central,North Central,16.35089487,Mental health
WI,"Endocrine, nutritional and metabolic diseases",2008,1672,5640996,29.6,2.46815E+11,43753.71,East North Central,North Central,32.66293025,Endocrine & nutritional diseases
WI,Diseases of the nervous system,1999,2030,5332666,38.1,1.72224E+11,32296.06,East North Central,North Central,30.13078748,Nervous system diseases
WI,Diseases of the nervous system,2000,2056,5363675,38.3,1.80427E+11,33638.75,East North Central,North Central,32.34076597,Nervous system diseases
WI,Diseases of the nervous system,2001,2221,5406835,41.1,1.88163E+11,34800.97,East North Central,North Central,33.87175982,Nervous system diseases
WI,Certain conditions originating in the perinatal period,2002,237,5445162,4.4,1.94659E+11,35748.95,East North Central,North Central,4.955755041,Perinatal conditions
WI,"Congenital malformations, deformations and chromosomal abnormalities",1999,206,5332666,3.9,1.72224E+11,32296.06,East North Central,North Central,3.724553377,Congenital malformalities
WI,"Congenital malformations, deformations and chromosomal abnormalities",2000,187,5363675,3.5,1.80427E+11,33638.75,East North Central,North Central,3.758769227,Congenital malformalities
WI,"Congenital malformations, deformations and chromosomal abnormalities",2001,203,5406835,3.8,1.88163E+11,34800.97,East North Central,North Central,3.664258796,Congenital malformalities
WI,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1999,205,5332666,3.8,1.72224E+11,32296.06,East North Central,North Central,9.558480484,Non-classified natural cuases
WI,"Congenital malformations, deformations and chromosomal abnormalities",2003,221,5479203,4,2.03339E+11,37111.09,East North Central,North Central,3.625547186,Congenital malformalities
WI,"Congenital malformations, deformations and chromosomal abnormalities",2004,187,5514026,3.4,2.15537E+11,39088.88,East North Central,North Central,3.58531764,Congenital malformalities
WI,"Congenital malformations, deformations and chromosomal abnormalities",2005,218,5546166,3.9,2.27E+11,40982.73,East North Central,North Central,3.522644764,Congenital malformalities
WI,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2005,166,5546166,3,2.27E+11,40982.73,East North Central,North Central,10.82815656,Non-classified natural cuases
WI,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2006,157,5577655,2.8,2.37569E+11,42593.04,East North Central,North Central,10.63241818,Non-classified natural cuases
WI,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2007,191,5610775,3.4,2.4584E+11,43815.6,East North Central,North Central,11.12102572,Non-classified natural cuases
WI,Diseases of the musculoskeletal system and connective tissue,1999,265,5332666,5,1.72224E+11,32296.06,East North Central,North Central,4.783182327,Musculoskeletal system diseases
WI,Diseases of the musculoskeletal system and connective tissue,2000,321,5363675,6,1.80427E+11,33638.75,East North Central,North Central,4.890877258,Musculoskeletal system diseases
WI,Diseases of the musculoskeletal system and connective tissue,2001,280,5406835,5.2,1.88163E+11,34800.97,East North Central,North Central,4.932818033,Musculoskeletal system diseases
WI,Diseases of the musculoskeletal system and connective tissue,2002,290,5445162,5.3,1.94659E+11,35748.95,East North Central,North Central,5.006515545,Musculoskeletal system diseases
WI,Diseases of the musculoskeletal system and connective tissue,2003,301,5479203,5.5,2.03339E+11,37111.09,East North Central,North Central,4.994348086,Musculoskeletal system diseases
WI,Diseases of the musculoskeletal system and connective tissue,2004,294,5514026,5.3,2.15537E+11,39088.88,East North Central,North Central,4.878327031,Musculoskeletal system diseases
WI,Diseases of the musculoskeletal system and connective tissue,2007,291,5610775,5.2,2.4584E+11,43815.6,East North Central,North Central,4.620039251,Musculoskeletal system diseases
WI,Diseases of the musculoskeletal system and connective tissue,2008,270,5640996,4.8,2.46815E+11,43753.71,East North Central,North Central,4.561419019,Musculoskeletal system diseases
WI,Diseases of the musculoskeletal system and connective tissue,2009,304,5669264,5.4,2.47E+11,43605.31,East North Central,North Central,4.344927329,Musculoskeletal system diseases
WI,Diseases of the musculoskeletal system and connective tissue,2010,321,5686986,5.6,2.56433E+11,45091.18,East North Central,North Central,4.315204063,Musculoskeletal system diseases
WI,External causes of morbidity and mortality,2004,3219,5514026,58.4,2.15537E+11,39088.88,East North Central,North Central,58.08194085,Non-natural causes
WI,External causes of morbidity and mortality,2005,3481,5546166,62.8,2.27E+11,40982.73,East North Central,North Central,59.69410876,Non-natural causes
WI,External causes of morbidity and mortality,2006,3476,5577655,62.3,2.37569E+11,42593.04,East North Central,North Central,60.85731401,Non-natural causes
WI,External causes of morbidity and mortality,2007,3666,5610775,65.3,2.4584E+11,43815.6,East North Central,North Central,61.43984942,Non-natural causes
WI,External causes of morbidity and mortality,2008,3482,5640996,61.7,2.46815E+11,43753.71,East North Central,North Central,60.44710535,Non-natural causes
WI,Neoplasms,1999,11076,5332666,207.7,1.72224E+11,32296.06,East North Central,North Central,201.7863607,Neoplasms
WI,Neoplasms,2000,10962,5363675,204.4,1.80427E+11,33638.75,East North Central,North Central,201.3478652,Neoplasms
WI,Diseases of the skin and subcutaneous tissue,2010,83,5686986,1.5,2.56433E+11,45091.18,East North Central,North Central,1.303384098,Skin diseases
WI,Diseases of the digestive system,2006,1730,5577655,31,2.37569E+11,42593.04,East North Central,North Central,29.36089076,Digestive system diseases
WI,Certain infectious and parasitic diseases,2007,782,5610775,13.9,2.4584E+11,43815.6,East North Central,North Central,22.1922558,Infectious & parasitic diseases
WI,Certain infectious and parasitic diseases,2008,812,5640996,14.4,2.46815E+11,43753.71,East North Central,North Central,22.50357049,Infectious & parasitic diseases
WI,Certain infectious and parasitic diseases,2009,893,5669264,15.8,2.47E+11,43605.31,East North Central,North Central,22.67420325,Infectious & parasitic diseases
WI,Neoplasms,2006,11284,5577655,202.3,2.37569E+11,42593.04,East North Central,North Central,192.3755511,Neoplasms
WI,Neoplasms,2007,11299,5610775,201.4,2.4584E+11,43815.6,East North Central,North Central,191.5734448,Neoplasms
WI,Mental and behavioural disorders,1999,1224,5332666,23,1.72224E+11,32296.06,East North Central,North Central,15.09746797,Mental health
WI,"Endocrine, nutritional and metabolic diseases",2007,1672,5610775,29.8,2.4584E+11,43815.6,East North Central,North Central,32.87441596,Endocrine & nutritional diseases
WI,Mental and behavioural disorders,2001,1500,5406835,27.7,1.88163E+11,34800.97,East North Central,North Central,17.83036331,Mental health
WI,Certain conditions originating in the perinatal period,2000,224,5363675,4.2,1.80427E+11,33638.75,East North Central,North Central,4.99925546,Perinatal conditions
WI,Certain conditions originating in the perinatal period,2001,243,5406835,4.5,1.88163E+11,34800.97,East North Central,North Central,4.873162412,Perinatal conditions
WI,"Pregnancy, childbirth and the puerperium",2010,12,5686986,0.2,2.56433E+11,45091.18,East North Central,North Central,0.304731916,Pregnancy complications
WI,Certain conditions originating in the perinatal period,2003,242,5479203,4.4,2.03339E+11,37111.09,East North Central,North Central,4.956086465,Perinatal conditions
WI,Certain conditions originating in the perinatal period,2004,222,5514026,4,2.15537E+11,39088.88,East North Central,North Central,4.854078836,Perinatal conditions
WI,Certain conditions originating in the perinatal period,2005,247,5546166,4.5,2.27E+11,40982.73,East North Central,North Central,4.923242907,Perinatal conditions
WI,"Congenital malformations, deformations and chromosomal abnormalities",2002,207,5445162,3.8,1.94659E+11,35748.95,East North Central,North Central,3.715599419,Congenital malformalities
WI,Certain conditions originating in the perinatal period,2007,216,5610775,3.8,2.4584E+11,43815.6,East North Central,North Central,4.846443416,Perinatal conditions
WI,Certain conditions originating in the perinatal period,2008,242,5640996,4.3,2.46815E+11,43753.71,East North Central,North Central,4.581807454,Perinatal conditions
WI,Certain conditions originating in the perinatal period,2009,220,5669264,3.9,2.47E+11,43605.31,East North Central,North Central,4.275494549,Perinatal conditions
WI,"Pregnancy, childbirth and the puerperium",2003,11,5479203,0.2,2.03339E+11,37111.09,East North Central,North Central,0.224746158,Pregnancy complications
WI,"Pregnancy, childbirth and the puerperium",2005,17,5546166,0.3,2.27E+11,40982.73,East North Central,North Central,0.286667086,Pregnancy complications
WI,Diseases of the nervous system,2010,2995,5686986,52.7,2.56433E+11,45091.18,East North Central,North Central,45.70300867,Nervous system diseases
WI,"Pregnancy, childbirth and the puerperium",2007,15,5610775,0.3,2.4584E+11,43815.6,East North Central,North Central,0.288557008,Pregnancy complications
WI,"Pregnancy, childbirth and the puerperium",2009,13,5669264,0.2,2.47E+11,43605.31,East North Central,North Central,0.348327786,Pregnancy complications
WI,Diseases of the respiratory system,2009,4338,5669264,76.5,2.47E+11,43605.31,East North Central,North Central,77.78948743,Respiratory system diseases
WI,Diseases of the circulatory system,2001,17883,5406835,330.7,1.88163E+11,34800.97,East North Central,North Central,325.2982417,Circulatory system diseases
WI,Diseases of the circulatory system,2002,17704,5445162,325.1,1.94659E+11,35748.95,East North Central,North Central,321.0216012,Circulatory system diseases
WI,Diseases of the circulatory system,2003,16956,5479203,309.5,2.03339E+11,37111.09,East North Central,North Central,312.7043065,Circulatory system diseases
WI,Diseases of the circulatory system,2004,16206,5514026,293.9,2.15537E+11,39088.88,East North Central,North Central,295.712887,Circulatory system diseases
WI,Diseases of the circulatory system,2005,16048,5546166,289.4,2.27E+11,40982.73,East North Central,North Central,291.301065,Circulatory system diseases
WI,Diseases of the respiratory system,2002,4387,5445162,80.6,1.94659E+11,35748.95,East North Central,North Central,81.57456499,Respiratory system diseases
WI,Diseases of the respiratory system,2003,4262,5479203,77.8,2.03339E+11,37111.09,East North Central,North Central,81.32662818,Respiratory system diseases
WI,Diseases of the respiratory system,2004,4284,5514026,77.7,2.15537E+11,39088.88,East North Central,North Central,77.55768135,Respiratory system diseases
WI,Diseases of the respiratory system,2005,4535,5546166,81.8,2.27E+11,40982.73,East North Central,North Central,81.10542718,Respiratory system diseases
WI,Diseases of the respiratory system,2006,4208,5577655,75.4,2.37569E+11,42593.04,East North Central,North Central,75.96389398,Respiratory system diseases
WI,Diseases of the respiratory system,2007,4314,5610775,76.9,2.4584E+11,43815.6,East North Central,North Central,75.45931322,Respiratory system diseases
WI,Diseases of the respiratory system,2008,4553,5640996,80.7,2.46815E+11,43753.71,East North Central,North Central,80.59975777,Respiratory system diseases
WI,"Congenital malformations, deformations and chromosomal abnormalities",2010,170,5686986,3,2.56433E+11,45091.18,East North Central,North Central,3.133000743,Congenital malformalities
WI,Diseases of the respiratory system,2010,4292,5686986,75.5,2.56433E+11,45091.18,East North Central,North Central,76.9024879,Respiratory system diseases
WI,Diseases of the digestive system,2005,1704,5546166,30.7,2.27E+11,40982.73,East North Central,North Central,29.57228132,Digestive system diseases
WI,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2010,179,5686986,3.1,2.56433E+11,45091.18,East North Central,North Central,12.42447105,Non-classified natural cuases
WI,Diseases of the digestive system,2007,1752,5610775,31.2,2.4584E+11,43815.6,East North Central,North Central,29.59553922,Digestive system diseases
WI,Diseases of the digestive system,2008,1654,5640996,29.3,2.46815E+11,43753.71,East North Central,North Central,29.9568588,Digestive system diseases
WI,Diseases of the digestive system,2009,1733,5669264,30.6,2.47E+11,43605.31,East North Central,North Central,29.14709859,Digestive system diseases
WI,Diseases of the digestive system,2010,1729,5686986,30.4,2.56433E+11,45091.18,East North Central,North Central,29.57581204,Digestive system diseases
WI,Certain infectious and parasitic diseases,2010,815,5686986,14.3,2.56433E+11,45091.18,East North Central,North Central,21.88954711,Infectious & parasitic diseases
WI,"Congenital malformations, deformations and chromosomal abnormalities",2006,196,5577655,3.5,2.37569E+11,42593.04,East North Central,North Central,3.515317077,Congenital malformalities
WI,"Congenital malformations, deformations and chromosomal abnormalities",2007,214,5610775,3.8,2.4584E+11,43815.6,East North Central,North Central,3.459468925,Congenital malformalities
WI,Certain conditions originating in the perinatal period,1999,209,5332666,3.9,1.72224E+11,32296.06,East North Central,North Central,5.110016992,Perinatal conditions
WI,"Congenital malformations, deformations and chromosomal abnormalities",2009,195,5669264,3.4,2.47E+11,43605.31,East North Central,North Central,3.221615784,Congenital malformalities
WI,Diseases of the genitourinary system,2008,1262,5640996,22.4,2.46815E+11,43753.71,East North Central,North Central,20.76003047,Genitourinary diseases
WI,Diseases of the genitourinary system,2009,1275,5669264,22.5,2.47E+11,43605.31,East North Central,North Central,20.71183079,Genitourinary diseases
WI,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2009,203,5669264,3.6,2.47E+11,43605.31,East North Central,North Central,12.98327786,Non-classified natural cuases
WI,Diseases of the skin and subcutaneous tissue,2009,80,5669264,1.4,2.47E+11,43605.31,East North Central,North Central,1.310835377,Skin diseases
WI,Diseases of the digestive system,2004,1631,5514026,29.6,2.15537E+11,39088.88,East North Central,North Central,29.4861468,Digestive system diseases
WI,Certain conditions originating in the perinatal period,2006,237,5577655,4.2,2.37569E+11,42593.04,East North Central,North Central,4.840138166,Perinatal conditions
WI,External causes of morbidity and mortality,2001,3047,5406835,56.4,1.88163E+11,34800.97,East North Central,North Central,55.15442901,Non-natural causes
WI,Diseases of the musculoskeletal system and connective tissue,2005,283,5546166,5.1,2.27E+11,40982.73,East North Central,North Central,4.878913756,Musculoskeletal system diseases
WI,External causes of morbidity and mortality,1999,2869,5332666,53.8,1.72224E+11,32296.06,East North Central,North Central,54.1531354,Non-natural causes
WI,External causes of morbidity and mortality,2000,3020,5363675,56.3,1.80427E+11,33638.75,East North Central,North Central,53.75132382,Non-natural causes
WI,Diseases of the digestive system,2001,1639,5406835,30.3,1.88163E+11,34800.97,East North Central,North Central,30.12012308,Digestive system diseases
WI,"Pregnancy, childbirth and the puerperium",2006,14,5577655,0.3,2.37569E+11,42593.04,East North Central,North Central,0.303222095,Pregnancy complications
WI,Diseases of the genitourinary system,2007,1351,5610775,24.1,2.4584E+11,43815.6,East North Central,North Central,21.49279308,Genitourinary diseases
WI,Diseases of the circulatory system,2010,14769,5686986,259.7,2.56433E+11,45091.18,East North Central,North Central,254.0778419,Circulatory system diseases
WI,Diseases of the circulatory system,2006,15371,5577655,275.6,2.37569E+11,42593.04,East North Central,North Central,277.4117716,Circulatory system diseases
WI,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1999,159,5332666,3,1.72224E+11,32296.06,East North Central,North Central,3.254489643,Blood diseases
WI,Diseases of the digestive system,2003,1728,5479203,31.5,2.03339E+11,37111.09,East North Central,North Central,30.25218893,Digestive system diseases
WI,"Congenital malformations, deformations and chromosomal abnormalities",2008,217,5640996,3.8,2.46815E+11,43753.71,East North Central,North Central,3.383164795,Congenital malformalities
WI,Diseases of the circulatory system,2009,14379,5669264,253.6,2.47E+11,43605.31,East North Central,North Central,255.8066593,Circulatory system diseases
WI,Certain conditions originating in the perinatal period,2010,192,5686986,3.4,2.56433E+11,45091.18,East North Central,North Central,3.928153935,Perinatal conditions
WI,External causes of morbidity and mortality,2002,3186,5445162,58.5,1.94659E+11,35748.95,East North Central,North Central,57.05724116,Non-natural causes
WI,Diseases of the digestive system,2000,1672,5363675,31.2,1.80427E+11,33638.75,East North Central,North Central,29.85375275,Digestive system diseases
WI,Diseases of the digestive system,2002,1679,5445162,30.8,1.94659E+11,35748.95,East North Central,North Central,30.14687243,Digestive system diseases
WI,Diseases of the circulatory system,2008,14991,5640996,265.8,2.46815E+11,43753.71,East North Central,North Central,265.8799879,Circulatory system diseases
WI,Diseases of the circulatory system,2007,14960,5610775,266.6,2.4584E+11,43815.6,East North Central,North Central,268.9817593,Circulatory system diseases
WI,External causes of morbidity and mortality,2003,3262,5479203,59.5,2.03339E+11,37111.09,East North Central,North Central,57.51549028,Non-natural causes
WV,Diseases of the skin and subcutaneous tissue,2008,39,1840310,2.1,62694800000,34067.52,South Atlantic,South,1.313586322,Skin diseases
WV,Diseases of the skin and subcutaneous tissue,2007,30,1834052,1.6,59273500000,32318.33,South Atlantic,South,1.293402425,Skin diseases
WV,Diseases of the skin and subcutaneous tissue,2004,28,1816438,1.5,49741400000,27384.03,South Atlantic,South,1.436232742,Skin diseases
WV,Certain infectious and parasitic diseases,2009,569,1847775,30.8,63600700000,34420.15,South Atlantic,South,22.67420325,Infectious & parasitic diseases
WV,Neoplasms,2001,4816,1801481,267.3,43973300000,24409.53,South Atlantic,South,199.1248485,Neoplasms
WV,Diseases of the respiratory system,2002,2133,1805414,118.1,45580800000,25246.73,South Atlantic,South,81.57456499,Respiratory system diseases
WV,Neoplasms,2002,4757,1805414,263.5,45580800000,25246.73,South Atlantic,South,198.3727482,Neoplasms
WV,Diseases of the skin and subcutaneous tissue,2006,28,1827912,1.5,5.70E+10,31188.59,South Atlantic,South,1.299970169,Skin diseases
WV,Diseases of the skin and subcutaneous tissue,2003,26,1812295,1.4,47039900000,25955.98,South Atlantic,South,1.431331321,Skin diseases
WV,Diseases of the skin and subcutaneous tissue,2010,31,1852994,1.7,65998700000,35617.33,South Atlantic,South,1.303384098,Skin diseases
WV,Certain infectious and parasitic diseases,1999,382,1811799,21.1,41714300000,23023.69,South Atlantic,South,21.49654669,Infectious & parasitic diseases
WV,Diseases of the skin and subcutaneous tissue,2009,40,1847775,2.2,63600700000,34420.15,South Atlantic,South,1.310835377,Skin diseases
WV,External causes of morbidity and mortality,2010,1704,1852994,92,65998700000,35617.33,South Atlantic,South,59.36960294,Non-natural causes
WV,Certain infectious and parasitic diseases,2007,493,1834052,26.9,59273500000,32318.33,South Atlantic,South,22.1922558,Infectious & parasitic diseases
WV,Certain infectious and parasitic diseases,2005,460,1820492,25.3,53492500000,29383.54,South Atlantic,South,22.5053348,Infectious & parasitic diseases
WV,Diseases of the genitourinary system,2010,615,1852994,33.2,65998700000,35617.33,South Atlantic,South,21.27188636,Genitourinary diseases
WV,Certain infectious and parasitic diseases,2006,493,1827912,27,5.70E+10,31188.59,South Atlantic,South,22.45224873,Infectious & parasitic diseases
WV,Diseases of the respiratory system,2001,2236,1801481,124.1,43973300000,24409.53,South Atlantic,South,80.71370441,Respiratory system diseases
WV,"Endocrine, nutritional and metabolic diseases",2004,1128,1816438,62.1,49741400000,27384.03,South Atlantic,South,33.82520763,Endocrine & nutritional diseases
WV,Diseases of the respiratory system,2003,2263,1812295,124.9,47039900000,25955.98,South Atlantic,South,81.32662818,Respiratory system diseases
WV,Diseases of the skin and subcutaneous tissue,2005,38,1820492,2.1,53492500000,29383.54,South Atlantic,South,1.437656435,Skin diseases
WV,External causes of morbidity and mortality,2009,1358,1847775,73.5,63600700000,34420.15,South Atlantic,South,58.60061414,Non-natural causes
WV,Certain infectious and parasitic diseases,2001,443,1801481,24.6,43973300000,24409.53,South Atlantic,South,21.17283267,Infectious & parasitic diseases
WV,Certain infectious and parasitic diseases,2002,410,1805414,22.7,45580800000,25246.73,South Atlantic,South,22.24457438,Infectious & parasitic diseases
WV,Diseases of the respiratory system,2004,2170,1816438,119.5,49741400000,27384.03,South Atlantic,South,77.55768135,Respiratory system diseases
WV,External causes of morbidity and mortality,2006,1612,1827912,88.2,5.70E+10,31188.59,South Atlantic,South,60.85731401,Non-natural causes
WV,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2000,78,1808344,4.3,42495600000,23499.73,South Atlantic,South,3.315586411,Blood diseases
WV,Certain infectious and parasitic diseases,2010,503,1852994,27.1,65998700000,35617.33,South Atlantic,South,21.88954711,Infectious & parasitic diseases
WV,External causes of morbidity and mortality,2005,1328,1820492,72.9,53492500000,29383.54,South Atlantic,South,59.69410876,Non-natural causes
WV,"Endocrine, nutritional and metabolic diseases",2002,1154,1805414,63.9,45580800000,25246.73,South Atlantic,South,34.57902938,Endocrine & nutritional diseases
WV,"Endocrine, nutritional and metabolic diseases",2003,1103,1812295,60.9,47039900000,25955.98,South Atlantic,South,34.62263129,Endocrine & nutritional diseases
WV,Diseases of the musculoskeletal system and connective tissue,2006,111,1827912,6.1,5.70E+10,31188.59,South Atlantic,South,4.668544845,Musculoskeletal system diseases
WV,Diseases of the musculoskeletal system and connective tissue,2007,106,1834052,5.8,59273500000,32318.33,South Atlantic,South,4.620039251,Musculoskeletal system diseases
WV,Diseases of the musculoskeletal system and connective tissue,2008,126,1840310,6.8,62694800000,34067.52,South Atlantic,South,4.561419019,Musculoskeletal system diseases
WV,Certain infectious and parasitic diseases,2000,427,1808344,23.6,42495600000,23499.73,South Atlantic,South,20.96745091,Infectious & parasitic diseases
WV,Diseases of the musculoskeletal system and connective tissue,2010,105,1852994,5.7,65998700000,35617.33,South Atlantic,South,4.315204063,Musculoskeletal system diseases
WV,External causes of morbidity and mortality,2004,1527,1816438,84.1,49741400000,27384.03,South Atlantic,South,58.08194085,Non-natural causes
WV,Mental and behavioural disorders,2003,446,1812295,24.6,47039900000,25955.98,South Atlantic,South,20.70195026,Mental health
WV,Mental and behavioural disorders,2004,394,1816438,21.7,49741400000,27384.03,South Atlantic,South,21.01191489,Mental health
WV,Diseases of the circulatory system,1999,8667,1811799,478.4,41714300000,23023.69,South Atlantic,South,342.0077499,Circulatory system diseases
WV,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2001,91,1801481,5.1,43973300000,24409.53,South Atlantic,South,3.345978512,Blood diseases
WV,"Endocrine, nutritional and metabolic diseases",2001,1087,1801481,60.3,43973300000,24409.53,South Atlantic,South,33.97563078,Endocrine & nutritional diseases
WV,"Endocrine, nutritional and metabolic diseases",1999,1001,1811799,55.2,41714300000,23023.69,South Atlantic,South,33.28266345,Endocrine & nutritional diseases
WV,"Endocrine, nutritional and metabolic diseases",2000,1029,1808344,56.9,42495600000,23499.73,South Atlantic,South,33.52439806,Endocrine & nutritional diseases
WV,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2006,82,1827912,4.5,5.70E+10,31188.59,South Atlantic,South,2.964347781,Blood diseases
WV,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2007,96,1834052,5.2,59273500000,32318.33,South Atlantic,South,3.235056586,Blood diseases
WV,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2008,105,1840310,5.7,62694800000,34067.52,South Atlantic,South,3.24669382,Blood diseases
WV,Diseases of the musculoskeletal system and connective tissue,2009,130,1847775,7,63600700000,34420.15,South Atlantic,South,4.344927329,Musculoskeletal system diseases
WV,Diseases of the circulatory system,2006,6933,1827912,379.3,5.70E+10,31188.59,South Atlantic,South,277.4117716,Circulatory system diseases
WV,Diseases of the circulatory system,2007,6849,1834052,373.4,59273500000,32318.33,South Atlantic,South,268.9817593,Circulatory system diseases
WV,Diseases of the circulatory system,2008,6903,1840310,375.1,62694800000,34067.52,South Atlantic,South,265.8799879,Circulatory system diseases
WV,Diseases of the respiratory system,2005,2300,1820492,126.3,53492500000,29383.54,South Atlantic,South,81.10542718,Respiratory system diseases
WV,Diseases of the respiratory system,2006,2230,1827912,122,5.70E+10,31188.59,South Atlantic,South,75.96389398,Respiratory system diseases
WV,Diseases of the circulatory system,2000,8350,1808344,461.7,42495600000,23499.73,South Atlantic,South,334.5603096,Circulatory system diseases
WV,Certain infectious and parasitic diseases,2008,535,1840310,29.1,62694800000,34067.52,South Atlantic,South,22.50357049,Infectious & parasitic diseases
WV,Diseases of the respiratory system,1999,2234,1811799,123.3,41714300000,23023.69,South Atlantic,South,82.37631222,Respiratory system diseases
WV,Diseases of the respiratory system,2000,2305,1808344,127.5,42495600000,23499.73,South Atlantic,South,82.11123408,Respiratory system diseases
WV,Diseases of the circulatory system,2004,7454,1816438,410.4,49741400000,27384.03,South Atlantic,South,295.712887,Circulatory system diseases
WV,Diseases of the skin and subcutaneous tissue,1999,40,1811799,2.2,41714300000,23023.69,South Atlantic,South,1.3380357,Skin diseases
WV,Diseases of the skin and subcutaneous tissue,2000,24,1808344,1.3,42495600000,23499.73,South Atlantic,South,1.340926806,Skin diseases
WV,Diseases of the circulatory system,2005,7300,1820492,401,53492500000,29383.54,South Atlantic,South,291.301065,Circulatory system diseases
WV,Neoplasms,2009,4908,1847775,265.6,63600700000,34420.15,South Atlantic,South,189.7936884,Neoplasms
WV,Neoplasms,2010,4797,1852994,258.9,65998700000,35617.33,South Atlantic,South,190.985756,Neoplasms
WV,Mental and behavioural disorders,2001,341,1801481,18.9,43973300000,24409.53,South Atlantic,South,17.83036331,Mental health
WV,Mental and behavioural disorders,2002,390,1805414,21.6,45580800000,25246.73,South Atlantic,South,19.39607564,Mental health
WV,"Endocrine, nutritional and metabolic diseases",2008,1062,1840310,57.7,62694800000,34067.52,South Atlantic,South,32.66293025,Endocrine & nutritional diseases
WV,External causes of morbidity and mortality,2007,1704,1834052,92.9,59273500000,32318.33,South Atlantic,South,61.43984942,Non-natural causes
WV,External causes of morbidity and mortality,2008,1660,1840310,90.2,62694800000,34067.52,South Atlantic,South,60.44710535,Non-natural causes
WV,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2002,101,1805414,5.6,45580800000,25246.73,South Atlantic,South,3.358885186,Blood diseases
WV,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2003,91,1812295,5,47039900000,25955.98,South Atlantic,South,3.313233959,Blood diseases
WV,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2004,108,1816438,5.9,49741400000,27384.03,South Atlantic,South,3.223388173,Blood diseases
WV,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,2005,98,1820492,5.4,53492500000,29383.54,South Atlantic,South,3.245502971,Blood diseases
WV,Neoplasms,2005,4748,1820492,260.8,53492500000,29383.54,South Atlantic,South,193.9051823,Neoplasms
WV,Neoplasms,2006,4745,1827912,259.6,5.70E+10,31188.59,South Atlantic,South,192.3755511,Neoplasms
WV,Diseases of the nervous system,2007,908,1834052,49.5,59273500000,32318.33,South Atlantic,South,42.15931054,Nervous system diseases
WV,Diseases of the nervous system,2008,1085,1840310,59,62694800000,34067.52,South Atlantic,South,44.92262763,Nervous system diseases
WV,Diseases of the nervous system,2009,986,1847775,53.4,63600700000,34420.15,South Atlantic,South,43.73547977,Nervous system diseases
WV,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",1999,170,1811799,9.4,41714300000,23023.69,South Atlantic,South,9.558480484,Non-classified natural cuases
WV,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2000,243,1808344,13.4,42495600000,23499.73,South Atlantic,South,11.32676573,Non-classified natural cuases
WV,Diseases of the nervous system,2010,978,1852994,52.8,65998700000,35617.33,South Atlantic,South,45.70300867,Nervous system diseases
WV,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2002,254,1805414,14.1,45580800000,25246.73,South Atlantic,South,10.42154885,Non-classified natural cuases
WV,Diseases of the circulatory system,2001,8176,1801481,453.8,43973300000,24409.53,South Atlantic,South,325.2982417,Circulatory system diseases
WV,Diseases of the circulatory system,2002,8044,1805414,445.5,45580800000,25246.73,South Atlantic,South,321.0216012,Circulatory system diseases
WV,Diseases of the circulatory system,2003,8073,1812295,445.5,47039900000,25955.98,South Atlantic,South,312.7043065,Circulatory system diseases
WV,Diseases of the musculoskeletal system and connective tissue,1999,95,1811799,5.2,41714300000,23023.69,South Atlantic,South,4.783182327,Musculoskeletal system diseases
WV,Diseases of the musculoskeletal system and connective tissue,2000,104,1808344,5.8,42495600000,23499.73,South Atlantic,South,4.890877258,Musculoskeletal system diseases
